Ref_Date,GEO,FUEL,Vector,Coordinate,Value
2015,British Columbia,"Natural gas (x 1,000)",v52310204,11.24,27190.00000000
2006,British Columbia,"Methane (x 1,000)",v53834228,11.26,0.00000000
2007,British Columbia,"Methane (x 1,000)",v53834228,11.26,0.00000000
2008,British Columbia,"Methane (x 1,000)",v53834228,11.26,..
2009,British Columbia,"Methane (x 1,000)",v53834228,11.26,..
2010,British Columbia,"Methane (x 1,000)",v53834228,11.26,..
2011,British Columbia,"Methane (x 1,000)",v53834228,11.26,..
2012,British Columbia,"Methane (x 1,000)",v53834228,11.26,..
2013,British Columbia,"Methane (x 1,000)",v53834228,11.26,..
2014,British Columbia,"Methane (x 1,000)",v53834228,11.26,0.00000000
2015,British Columbia,"Methane (x 1,000)",v53834228,11.26,0.00000000
2005,British Columbia,"Other gaseous fuels (x 1,000)",v52310205,11.27,0.00000000
2006,British Columbia,"Other gaseous fuels (x 1,000)",v52310205,11.27,0.00000000
2007,British Columbia,"Other gaseous fuels (x 1,000)",v52310205,11.27,0.00000000
2008,British Columbia,"Other gaseous fuels (x 1,000)",v52310205,11.27,12671.00000000
2009,British Columbia,"Other gaseous fuels (x 1,000)",v52310205,11.27,15080.00000000
2010,British Columbia,"Other gaseous fuels (x 1,000)",v52310205,11.27,10170.00000000
2011,British Columbia,"Other gaseous fuels (x 1,000)",v52310205,11.27,11303.00000000
2012,British Columbia,"Other gaseous fuels (x 1,000)",v52310205,11.27,1183.00000000
2013,British Columbia,"Other gaseous fuels (x 1,000)",v52310205,11.27,16857.00000000
2014,British Columbia,"Other gaseous fuels (x 1,000)",v52310205,11.27,10139.00000000
2015,British Columbia,"Other gaseous fuels (x 1,000)",v52310205,11.27,11788.00000000
2010,Yukon,"Total solids (x 1,000)",v91886431,12.1,..
2011,Yukon,"Total solids (x 1,000)",v91886431,12.1,..
2012,Yukon,"Total solids (x 1,000)",v91886431,12.1,..
2013,Yukon,"Total solids (x 1,000)",v91886431,12.1,..
2014,Yukon,"Total solids (x 1,000)",v91886431,12.1,0.00000000
2015,Yukon,"Total solids (x 1,000)",v91886431,12.1,0.00000000
2005,Yukon,"Total liquids (x 1,000)",v52310206,12.13,4512.00000000
2006,Yukon,"Total liquids (x 1,000)",v52310206,12.13,5204.00000000
2007,Yukon,"Total liquids (x 1,000)",v52310206,12.13,5505.00000000
2008,Yukon,"Total liquids (x 1,000)",v52310206,12.13,7030.00000000
2009,Yukon,"Total liquids (x 1,000)",v52310206,12.13,4702.00000000
2010,Yukon,"Total liquids (x 1,000)",v52310206,12.13,5936.00000000
2011,Yukon,"Total liquids (x 1,000)",v52310206,12.13,10512.00000000
2012,Yukon,"Total liquids (x 1,000)",v52310206,12.13,7413.00000000
2013,Yukon,"Total liquids (x 1,000)",v52310206,12.13,7264.00000000
2014,Yukon,"Total liquids (x 1,000)",v52310206,12.13,7595.00000000
2015,Yukon,"Total liquids (x 1,000)",v52310206,12.13,6241.00000000
2005,Yukon,"Total petroleum products (x 1,000)",v52310207,12.14,4512.00000000
2006,Yukon,"Total petroleum products (x 1,000)",v52310207,12.14,5204.00000000
2007,Yukon,"Total petroleum products (x 1,000)",v52310207,12.14,5505.00000000
2008,Yukon,"Total petroleum products (x 1,000)",v52310207,12.14,7030.00000000
2009,Yukon,"Total petroleum products (x 1,000)",v52310207,12.14,4702.00000000
2010,Yukon,"Total petroleum products (x 1,000)",v52310207,12.14,5936.00000000
2011,Yukon,"Total petroleum products (x 1,000)",v52310207,12.14,10512.00000000
2012,Yukon,"Total petroleum products (x 1,000)",v52310207,12.14,7413.00000000
2013,Yukon,"Total petroleum products (x 1,000)",v52310207,12.14,7264.00000000
2014,Yukon,"Total petroleum products (x 1,000)",v52310207,12.14,7595.00000000
2015,Yukon,"Total petroleum products (x 1,000)",v52310207,12.14,6241.00000000
2005,Yukon,"Diesel (x 1,000)",v52310208,12.19,4512.00000000
2006,Yukon,"Diesel (x 1,000)",v52310208,12.19,5204.00000000
2007,Yukon,"Diesel (x 1,000)",v52310208,12.19,5505.00000000
2008,Yukon,"Diesel (x 1,000)",v52310208,12.19,7030.00000000
2009,Yukon,"Diesel (x 1,000)",v52310208,12.19,4702.00000000
2010,Yukon,"Diesel (x 1,000)",v52310208,12.19,5936.00000000
2011,Yukon,"Diesel (x 1,000)",v52310208,12.19,10512.00000000
2012,Yukon,"Diesel (x 1,000)",v52310208,12.19,7413.00000000
2013,Yukon,"Diesel (x 1,000)",v52310208,12.19,7264.00000000
2014,Yukon,"Diesel (x 1,000)",v52310208,12.19,7595.00000000
2015,Yukon,"Diesel (x 1,000)",v52310208,12.19,6241.00000000
2014,Yukon,"Total gas (x 1,000)",v109757452,12.23,0.00000000
2015,Yukon,"Total gas (x 1,000)",v109757452,12.23,52.00000000
2014,Yukon,"Natural gas (x 1,000)",v109757453,12.24,0.00000000
2015,Yukon,"Natural gas (x 1,000)",v109757453,12.24,52.00000000
2010,Northwest Territories,"Total solids (x 1,000)",v91886432,13.1,..
2011,Northwest Territories,"Total solids (x 1,000)",v91886432,13.1,..
2012,Northwest Territories,"Total solids (x 1,000)",v91886432,13.1,..
2013,Northwest Territories,"Total solids (x 1,000)",v91886432,13.1,..
2014,Northwest Territories,"Total solids (x 1,000)",v91886432,13.1,0.00000000
2015,Northwest Territories,"Total solids (x 1,000)",v91886432,13.1,0.00000000
2005,Northwest Territories,"Total liquids (x 1,000)",v52310209,13.13,11973.00000000
2006,Northwest Territories,"Total liquids (x 1,000)",v52310209,13.13,18696.00000000
2007,Northwest Territories,"Total liquids (x 1,000)",v52310209,13.13,20611.00000000
2008,Northwest Territories,"Total liquids (x 1,000)",v52310209,13.13,19603.00000000
2009,Northwest Territories,"Total liquids (x 1,000)",v52310209,13.13,18036.00000000
2010,Northwest Territories,"Total liquids (x 1,000)",v52310209,13.13,16365.00000000
2011,Northwest Territories,"Total liquids (x 1,000)",v52310209,13.13,19225.00000000
2012,Northwest Territories,"Total liquids (x 1,000)",v52310209,13.13,26144.00000000
2013,Northwest Territories,"Total liquids (x 1,000)",v52310209,13.13,27407.00000000
2014,Northwest Territories,"Total liquids (x 1,000)",v52310209,13.13,36362.00000000
2015,Northwest Territories,"Total liquids (x 1,000)",v52310209,13.13,52814.00000000
2005,Northwest Territories,"Total petroleum products (x 1,000)",v52310210,13.14,11973.00000000
2006,Northwest Territories,"Total petroleum products (x 1,000)",v52310210,13.14,18696.00000000
2007,Northwest Territories,"Total petroleum products (x 1,000)",v52310210,13.14,20611.00000000
2008,Northwest Territories,"Total petroleum products (x 1,000)",v52310210,13.14,19603.00000000
2009,Northwest Territories,"Total petroleum products (x 1,000)",v52310210,13.14,18036.00000000
2010,Northwest Territories,"Total petroleum products (x 1,000)",v52310210,13.14,16365.00000000
2011,Northwest Territories,"Total petroleum products (x 1,000)",v52310210,13.14,19225.00000000
2012,Northwest Territories,"Total petroleum products (x 1,000)",v52310210,13.14,26144.00000000
2013,Northwest Territories,"Total petroleum products (x 1,000)",v52310210,13.14,27407.00000000
2014,Northwest Territories,"Total petroleum products (x 1,000)",v52310210,13.14,36362.00000000
2015,Northwest Territories,"Total petroleum products (x 1,000)",v52310210,13.14,52814.00000000
2005,Northwest Territories,"Diesel (x 1,000)",v52310211,13.19,11973.00000000
2006,Northwest Territories,"Diesel (x 1,000)",v52310211,13.19,18696.00000000
2007,Northwest Territories,"Diesel (x 1,000)",v52310211,13.19,20611.00000000
2008,Northwest Territories,"Diesel (x 1,000)",v52310211,13.19,19603.00000000
2009,Northwest Territories,"Diesel (x 1,000)",v52310211,13.19,18036.00000000
2010,Northwest Territories,"Diesel (x 1,000)",v52310211,13.19,16365.00000000
2011,Northwest Territories,"Diesel (x 1,000)",v52310211,13.19,19225.00000000
2012,Northwest Territories,"Diesel (x 1,000)",v52310211,13.19,26144.00000000
2013,Northwest Territories,"Diesel (x 1,000)",v52310211,13.19,27407.00000000
2014,Northwest Territories,"Diesel (x 1,000)",v52310211,13.19,36362.00000000
2015,Northwest Territories,"Diesel (x 1,000)",v52310211,13.19,52814.00000000
2005,Northwest Territories,"Total gas (x 1,000)",v52310212,13.23,2595.00000000
2006,Northwest Territories,"Total gas (x 1,000)",v52310212,13.23,5946.00000000
2007,Northwest Territories,"Total gas (x 1,000)",v52310212,13.23,6691.00000000
2008,Northwest Territories,"Total gas (x 1,000)",v52310212,13.23,4424.00000000
2009,Northwest Territories,"Total gas (x 1,000)",v52310212,13.23,3898.00000000
2010,Northwest Territories,"Total gas (x 1,000)",v52310212,13.23,3898.00000000
2011,Northwest Territories,"Total gas (x 1,000)",v52310212,13.23,3133.00000000
2012,Northwest Territories,"Total gas (x 1,000)",v52310212,13.23,907.00000000
2013,Northwest Territories,"Total gas (x 1,000)",v52310212,13.23,929.00000000
2014,Northwest Territories,"Total gas (x 1,000)",v52310212,13.23,1516.00000000
2015,Northwest Territories,"Total gas (x 1,000)",v52310212,13.23,1160.00000000
2005,Northwest Territories,"Natural gas (x 1,000)",v52310213,13.24,2595.00000000
2006,Northwest Territories,"Natural gas (x 1,000)",v52310213,13.24,5946.00000000
2007,Northwest Territories,"Natural gas (x 1,000)",v52310213,13.24,6691.00000000
2008,Northwest Territories,"Natural gas (x 1,000)",v52310213,13.24,4424.00000000
2009,Northwest Territories,"Natural gas (x 1,000)",v52310213,13.24,3898.00000000
2010,Northwest Territories,"Natural gas (x 1,000)",v52310213,13.24,3898.00000000
2011,Northwest Territories,"Natural gas (x 1,000)",v52310213,13.24,3133.00000000
2012,Northwest Territories,"Natural gas (x 1,000)",v52310213,13.24,907.00000000
2013,Northwest Territories,"Natural gas (x 1,000)",v52310213,13.24,929.00000000
2014,Northwest Territories,"Natural gas (x 1,000)",v52310213,13.24,1516.00000000
2015,Northwest Territories,"Natural gas (x 1,000)",v52310213,13.24,1160.00000000
2010,Nunavut,"Total solids (x 1,000)",v91886433,14.1,..
2011,Nunavut,"Total solids (x 1,000)",v91886433,14.1,..
2012,Nunavut,"Total solids (x 1,000)",v91886433,14.1,..
2013,Nunavut,"Total solids (x 1,000)",v91886433,14.1,..
2014,Nunavut,"Total solids (x 1,000)",v91886433,14.1,0.00000000
2015,Nunavut,"Total solids (x 1,000)",v91886433,14.1,0.00000000
2005,Nunavut,"Total liquids (x 1,000)",v52310214,14.13,21532.00000000
2006,Nunavut,"Total liquids (x 1,000)",v52310214,14.13,21532.00000000
2007,Nunavut,"Total liquids (x 1,000)",v52310214,14.13,22172.00000000
2008,Nunavut,"Total liquids (x 1,000)",v52310214,14.13,27134.00000000
2009,Nunavut,"Total liquids (x 1,000)",v52310214,14.13,44235.00000000
2010,Nunavut,"Total liquids (x 1,000)",v52310214,14.13,4023.00000000
2011,Nunavut,"Total liquids (x 1,000)",v52310214,14.13,16129.00000000
2012,Nunavut,"Total liquids (x 1,000)",v52310214,14.13,31299.00000000
2013,Nunavut,"Total liquids (x 1,000)",v52310214,14.13,30674.00000000
2014,Nunavut,"Total liquids (x 1,000)",v52310214,14.13,53570.00000000
2015,Nunavut,"Total liquids (x 1,000)",v52310214,14.13,41948.00000000
2005,Nunavut,"Total petroleum products (x 1,000)",v52310215,14.14,21532.00000000
2006,Nunavut,"Total petroleum products (x 1,000)",v52310215,14.14,21532.00000000
2007,Nunavut,"Total petroleum products (x 1,000)",v52310215,14.14,22172.00000000
2008,Nunavut,"Total petroleum products (x 1,000)",v52310215,14.14,27134.00000000
2009,Nunavut,"Total petroleum products (x 1,000)",v52310215,14.14,44235.00000000
2010,Nunavut,"Total petroleum products (x 1,000)",v52310215,14.14,4023.00000000
2011,Nunavut,"Total petroleum products (x 1,000)",v52310215,14.14,16129.00000000
2012,Nunavut,"Total petroleum products (x 1,000)",v52310215,14.14,31299.00000000
2013,Nunavut,"Total petroleum products (x 1,000)",v52310215,14.14,30674.00000000
2014,Nunavut,"Total petroleum products (x 1,000)",v52310215,14.14,53570.00000000
2015,Nunavut,"Total petroleum products (x 1,000)",v52310215,14.14,41948.00000000
2005,Nunavut,"Diesel (x 1,000)",v52310216,14.19,21532.00000000
2006,Nunavut,"Diesel (x 1,000)",v52310216,14.19,21532.00000000
2007,Nunavut,"Diesel (x 1,000)",v52310216,14.19,22172.00000000
2008,Nunavut,"Diesel (x 1,000)",v52310216,14.19,27134.00000000
2009,Nunavut,"Diesel (x 1,000)",v52310216,14.19,44235.00000000
2010,Nunavut,"Diesel (x 1,000)",v52310216,14.19,4023.00000000
2011,Nunavut,"Diesel (x 1,000)",v52310216,14.19,16129.00000000
2012,Nunavut,"Diesel (x 1,000)",v52310216,14.19,31299.00000000
2013,Nunavut,"Diesel (x 1,000)",v52310216,14.19,30674.00000000
2014,Nunavut,"Diesel (x 1,000)",v52310216,14.19,53570.00000000
2015,Nunavut,"Diesel (x 1,000)",v52310216,14.19,41948.00000000
